title,mip_bt,mip_ct1,mip_ct2,makespan,ct1,ct1_lt,ct1_et,ct1_pt,ct1_wt,ct2,ct2_lt,ct2_et,ct2_pt,ct2_wt,num_handover,time,type,handshake
N_10_PL_0.25_R_0.25_V_0_p_5,258,258,258,272,264,146,32,80,6,272,128,84,60,0,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_5,258,258,258,264,249,146,15,80,8,264,128,72,60,4,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_5,258,258,258,272,264,146,32,80,6,272,128,84,60,0,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_5,258,258,258,273,267,146,41,80,0,273,128,72,60,13,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_5,258,258,258,258,258,146,32,80,0,256,128,66,60,2,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_5,258,258,258,264,253,146,25,80,2,264,128,76,60,0,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_5,258,258,258,264,262,146,12,80,24,264,128,76,60,0,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_5,258,258,258,273,267,146,41,80,0,273,128,72,60,13,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_5,258,258,258,270,251,146,25,80,0,270,128,68,60,14,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_5,258,258,258,264,262,146,34,80,2,264,128,76,60,0,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_10,328,328,328,347,347,141,4,160,42,346,133,91,120,2,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_10,328,328,328,350,347,141,14,160,32,350,133,77,120,20,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_10,328,328,328,351,333,141,26,160,6,351,133,98,120,0,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_10,328,328,328,356,354,141,27,160,26,356,133,71,120,32,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_10,328,328,328,352,352,141,27,160,24,330,133,71,120,6,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_10,328,328,328,352,349,141,14,160,34,352,133,99,120,0,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_10,328,328,328,356,354,141,27,160,26,356,133,91,120,12,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_10,328,328,328,351,351,141,4,160,46,337,133,84,120,0,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_10,328,328,328,351,351,141,4,160,46,337,133,84,120,0,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_10,328,328,328,354,349,141,4,160,44,354,133,99,120,2,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_10,328,328,328,354,351,141,14,160,36,354,133,101,120,0,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_10,328,328,328,351,351,141,4,160,46,337,133,84,120,0,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_10,328,328,328,367,328,141,27,160,0,367,133,98,120,16,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_10,328,328,328,351,351,141,4,160,46,337,133,84,120,0,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_10,328,328,328,350,335,141,26,160,8,350,133,77,120,20,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_10,328,328,328,338,336,141,27,160,8,338,133,71,120,14,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_10,328,328,328,359,330,141,27,160,2,359,133,98,120,8,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_10,328,328,328,351,351,141,4,160,46,337,133,84,120,0,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_10,328,328,328,350,335,141,26,160,8,350,133,77,120,20,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_10,328,328,328,338,336,141,27,160,8,338,133,71,120,14,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_10,328,328,328,348,346,141,27,160,18,348,133,71,120,24,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_10,328,328,328,365,336,141,27,160,8,365,133,98,120,14,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_10,328,328,328,338,336,141,27,160,8,338,133,71,120,14,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_10,328,328,328,344,342,141,27,160,14,344,133,71,120,20,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_10,328,328,328,343,339,141,14,160,24,343,133,86,120,4,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_10,328,328,328,342,339,141,14,160,24,342,133,77,120,12,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_10,328,328,328,344,338,141,27,160,10,344,133,89,120,2,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_10,328,328,328,345,345,141,4,160,40,344,133,91,120,0,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_10,328,328,328,351,351,141,4,160,46,337,133,84,120,0,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_10,328,328,328,351,351,141,4,160,46,337,133,84,120,0,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_10,328,328,328,344,341,141,14,160,26,344,133,85,120,6,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_10,328,328,328,351,351,141,4,160,46,337,133,84,120,0,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_10,328,328,328,348,346,141,27,160,18,348,133,71,120,24,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_10,328,328,328,348,346,141,27,160,18,348,133,71,120,24,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_10,328,328,328,351,351,141,4,160,46,337,133,84,120,0,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_10,328,328,328,338,336,141,27,160,8,338,133,71,120,14,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_10,328,328,328,353,353,141,4,160,48,352,133,89,120,10,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_10,328,328,328,357,357,141,26,160,30,343,133,84,120,6,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_10,328,328,328,342,339,141,14,160,24,342,133,85,120,4,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_10,328,328,328,351,351,141,4,160,46,337,133,84,120,0,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_10,328,328,328,351,351,141,4,160,46,337,133,84,120,0,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_10,328,328,328,344,341,141,14,160,26,344,133,85,120,6,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_10,328,328,328,351,347,141,14,160,32,351,133,98,120,0,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_10,328,328,328,347,347,141,4,160,42,346,133,91,120,2,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_10,328,328,328,351,351,141,4,160,46,337,133,84,120,0,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_10,328,328,328,356,353,141,14,160,38,356,133,103,120,0,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_10,328,328,328,344,342,141,27,160,14,344,133,71,120,20,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_10,328,328,328,351,351,141,4,160,46,337,133,84,120,0,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_10,328,328,328,352,352,141,27,160,24,334,133,75,120,6,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_10,328,328,328,345,345,141,4,160,40,344,133,91,120,0,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_25,560,560,534,547,547,104,33,400,10,544,170,74,300,0,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_25,560,560,534,554,539,104,33,400,2,554,170,78,300,6,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_25,560,560,534,547,547,104,33,400,10,546,170,62,300,14,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_25,560,560,534,555,554,104,36,400,14,555,170,79,300,6,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_25,560,560,534,550,550,104,36,400,10,550,170,66,300,14,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_25,560,560,534,554,551,104,33,400,14,554,170,78,300,6,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_25,560,560,534,555,540,104,33,400,3,555,170,70,300,15,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_25,560,560,534,560,549,104,33,400,12,560,170,62,300,28,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_25,560,560,534,550,547,104,33,400,10,550,170,66,300,14,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_25,560,560,534,554,551,104,33,400,14,554,170,70,300,14,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_25,560,560,534,547,547,104,33,400,10,546,170,76,300,0,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_25,560,560,534,554,551,104,33,400,14,554,170,78,300,6,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_25,560,560,534,550,547,104,33,400,10,550,170,66,300,14,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_25,560,560,534,547,547,104,33,400,10,544,170,74,300,0,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_25,560,560,534,547,547,104,33,400,10,540,170,70,300,0,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_25,560,560,534,550,550,104,36,400,10,550,170,66,300,14,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_25,560,560,534,581,581,104,56,400,21,565,170,68,300,27,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_25,560,560,534,555,551,104,33,400,14,555,170,71,300,14,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_25,560,560,534,547,547,104,33,400,10,541,170,71,300,0,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_25,560,560,534,561,550,104,33,400,13,561,170,64,300,27,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_25,560,560,534,547,547,104,33,400,10,541,170,71,300,0,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_25,560,560,534,555,540,104,33,400,3,555,170,78,300,7,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_25,560,560,534,560,549,104,33,400,12,560,170,78,300,12,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_25,560,560,534,560,549,104,33,400,12,560,170,78,300,12,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_25,560,560,534,547,547,104,33,400,10,544,170,74,300,0,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_25,560,560,534,555,540,104,33,400,3,555,170,70,300,15,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_25,560,560,534,560,549,104,33,400,12,560,170,74,300,16,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_25,560,560,534,555,540,104,33,400,3,555,170,70,300,15,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_25,560,560,534,550,550,104,36,400,10,550,170,66,300,14,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_25,560,560,534,558,543,104,39,400,0,558,170,70,300,18,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_25,560,560,534,560,549,104,33,400,12,560,170,78,300,12,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_25,560,560,534,561,550,104,33,400,13,561,170,64,300,27,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_25,560,560,534,561,545,104,33,400,8,561,170,91,300,0,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_25,560,560,534,560,546,104,36,400,6,560,170,78,300,12,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_25,560,560,534,555,540,104,33,400,3,555,170,70,300,15,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_25,560,560,534,547,547,104,33,400,10,540,170,70,300,0,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_25,560,560,534,561,550,104,33,400,13,561,170,64,300,27,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_25,560,560,534,560,549,104,39,400,6,560,170,78,300,12,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_25,560,560,534,547,547,104,33,400,10,546,170,76,300,0,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_25,560,560,534,547,547,104,33,400,10,546,170,76,300,0,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_25,560,560,534,547,547,104,33,400,10,540,170,70,300,0,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_25,560,560,534,555,540,104,33,400,3,555,170,70,300,15,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_25,560,560,534,555,540,104,33,400,3,555,170,70,300,15,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_25,560,560,534,548,547,104,33,400,10,548,170,64,300,14,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_25,560,560,534,551,550,104,36,400,10,551,170,67,300,14,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_25,560,560,534,547,547,104,33,400,10,540,170,70,300,0,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_25,560,560,534,547,547,104,33,400,10,541,170,71,300,0,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_25,560,560,534,555,540,104,33,400,3,555,170,70,300,15,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_25,560,560,534,555,540,104,33,400,3,555,170,78,300,7,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_0_p_25,560,560,534,547,547,104,33,400,10,541,170,71,300,0,4,0.000000,0,0
N_10_PL_0.25_R_0.25_V_1_p_1,110,110,110,106,103,65,22,16,0,106,62,36,8,0,2,0.000000,0,0
N_10_PL_0.25_R_0.25_V_1_p_1,110,110,110,106,103,65,22,16,0,106,62,36,8,0,2,0.000000,0,0
N_10_PL_0.25_R_0.25_V_1_p_1,110,110,110,106,103,65,22,16,0,106,62,36,8,0,2,0.000000,0,0
N_10_PL_0.25_R_0.25_V_1_p_1,110,110,110,106,103,65,22,16,0,106,62,36,8,0,2,0.000000,0,0
N_10_PL_0.25_R_0.25_V_1_p_1,110,110,110,106,101,65,20,16,0,106,62,36,8,0,2,0.000000,0,0
N_10_PL_0.25_R_0.25_V_1_p_1,110,110,110,106,101,65,20,16,0,106,62,36,8,0,2,0.000000,0,0
N_10_PL_0.25_R_0.25_V_1_p_1,110,110,110,106,101,65,20,16,0,106,62,36,8,0,2,0.000000,0,0
N_10_PL_0.25_R_0.25_V_1_p_1,110,110,110,106,100,65,19,16,0,106,62,36,8,0,2,0.000000,0,0
N_10_PL_0.25_R_0.25_V_1_p_1,110,110,110,106,100,65,19,16,0,106,62,36,8,0,2,0.000000,0,0
N_10_PL_0.25_R_0.25_V_1_p_1,110,110,110,106,101,65,20,16,0,106,62,36,8,0,2,0.000000,0,0
N_10_PL_0.25_R_0.25_V_1_p_1,110,110,110,106,101,65,20,16,0,106,62,36,8,0,2,0.000000,0,0
N_10_PL_0.25_R_0.25_V_1_p_1,110,110,110,106,103,65,22,16,0,106,62,36,8,0,2,0.000000,0,0
N_10_PL_0.25_R_0.25_V_1_p_1,110,110,110,107,105,65,24,16,0,107,62,36,8,1,2,0.000000,0,0
N_10_PL_0.25_R_0.25_V_1_p_1,110,110,110,106,101,65,20,16,0,106,62,36,8,0,2,0.000000,0,0
N_10_PL_0.25_R_0.25_V_1_p_1,110,110,110,106,101,65,20,16,0,106,62,36,8,0,2,0.000000,0,0
