title,mip_bt,mip_ct1,mip_ct2,makespan,ct1,ct1_lt,ct1_et,ct1_pt,ct1_wt,ct2,ct2_lt,ct2_et,ct2_pt,ct2_wt,num_handover,time,type,handshake
N_15_PL_0.25_R_0.25_V_0_p_1,240,240,240,226,222,168,28,24,2,226,141,71,14,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_1,240,240,240,227,227,168,35,24,0,227,141,71,14,1,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_1,240,240,240,230,230,168,30,24,8,227,141,72,14,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_1,240,240,240,231,231,168,37,24,2,229,141,74,14,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_1,240,240,240,233,228,168,30,24,6,233,141,78,14,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_1,240,240,240,233,228,168,28,24,8,233,141,78,14,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_1,240,240,240,233,227,168,31,24,4,233,141,78,14,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_1,240,240,240,235,227,168,35,24,0,235,141,80,14,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_1,240,240,240,229,229,168,37,24,0,227,141,72,14,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_1,240,240,240,227,224,168,28,24,4,227,141,72,14,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_1,240,240,240,227,221,168,27,24,2,227,141,72,14,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_1,240,240,240,227,227,168,35,24,0,227,141,72,14,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_1,240,240,240,233,227,168,31,24,4,233,141,78,14,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_1,240,240,240,229,222,168,30,24,0,229,141,74,14,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_1,240,240,240,233,227,168,35,24,0,233,141,78,14,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_1,240,240,240,233,226,168,28,24,6,233,141,78,14,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_1,240,240,240,233,219,168,27,24,0,233,141,78,14,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_1,240,240,240,233,226,168,30,24,4,233,141,78,14,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_1,240,240,240,230,230,168,30,24,8,227,141,72,14,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_1,240,240,240,228,227,168,35,24,0,228,141,71,14,2,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_1,240,240,240,239,236,168,44,24,0,239,141,80,14,4,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_1,240,240,240,233,227,168,29,24,6,233,141,78,14,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_1,240,240,240,227,220,168,28,24,0,227,141,72,14,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_1,240,240,240,242,230,168,30,24,8,242,141,87,14,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_1,240,240,240,227,222,168,30,24,0,227,141,72,14,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_1,240,240,240,233,227,168,35,24,0,233,141,78,14,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_1,240,240,240,233,228,168,30,24,6,233,141,78,14,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_1,240,240,240,235,228,168,36,24,0,235,141,80,14,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_1,240,240,240,235,230,168,28,24,10,235,141,80,14,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_1,240,240,240,233,227,168,27,24,8,233,141,78,14,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_1,240,240,240,226,220,168,28,24,0,226,141,71,14,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_1,240,240,240,227,221,168,27,24,2,227,141,72,14,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_1,240,240,240,235,220,168,28,24,0,235,141,80,14,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_1,240,240,240,233,227,168,27,24,8,233,141,78,14,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_1,240,240,240,226,222,168,28,24,2,226,141,71,14,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_1,240,240,240,233,226,168,30,24,4,233,141,78,14,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_1,240,240,240,227,220,168,28,24,0,227,141,72,14,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_1,240,240,240,233,228,168,36,24,0,233,141,78,14,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_1,240,240,240,227,223,168,27,24,4,227,141,72,14,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_1,240,240,240,230,230,168,28,24,10,227,141,72,14,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_1,240,240,240,228,227,168,35,24,0,228,141,71,14,2,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_1,240,240,240,233,229,168,37,24,0,233,141,78,14,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_1,240,240,240,233,227,168,27,24,8,233,141,78,14,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_1,240,240,240,226,222,168,28,24,2,226,141,71,14,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,312,312,151,41,120,0,312,158,77,70,7,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,313,307,151,28,120,8,313,158,85,70,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,312,312,151,41,120,0,312,158,77,70,7,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,311,311,151,32,120,8,311,158,83,70,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,313,311,151,30,120,10,313,158,85,70,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,317,312,151,41,120,0,317,158,77,70,12,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,303,302,151,29,120,2,303,158,75,70,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,310,310,151,28,120,11,310,158,77,70,5,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,313,307,151,28,120,8,313,158,85,70,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,305,305,151,32,120,2,305,158,75,70,2,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,316,316,151,45,120,0,312,158,79,70,5,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,318,318,151,45,120,2,315,158,84,70,3,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,303,303,151,28,120,4,303,158,75,70,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,323,317,151,46,120,0,323,158,95,70,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,322,321,151,50,120,0,322,158,85,70,9,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,318,317,151,46,120,0,318,158,85,70,5,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,312,312,151,41,120,0,312,158,77,70,7,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,322,322,151,47,120,4,317,158,89,70,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,313,313,151,28,120,14,313,158,75,70,10,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,312,312,151,41,120,0,312,158,79,70,5,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,305,305,151,28,120,6,305,158,77,70,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,309,309,151,32,120,6,309,158,75,70,6,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,303,303,151,30,120,2,303,158,75,70,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,317,316,151,45,120,0,317,158,77,70,12,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,312,312,151,41,120,0,312,158,77,70,7,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,313,308,151,33,120,4,313,158,85,70,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,318,317,151,46,120,0,318,158,85,70,5,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,312,312,151,41,120,0,310,158,77,70,5,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,303,302,151,29,120,2,303,158,75,70,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,307,307,151,32,120,4,305,158,77,70,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,305,304,151,33,120,0,305,158,75,70,2,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,312,312,151,41,120,0,307,158,77,70,2,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,313,312,151,41,120,0,313,158,75,70,10,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,319,317,151,46,120,0,319,158,85,70,6,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,319,314,151,41,120,2,319,158,89,70,2,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,307,307,151,32,120,4,305,158,77,70,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,305,305,151,28,120,6,303,158,75,70,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,305,305,151,28,120,6,305,158,77,70,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,319,317,151,46,120,0,319,158,85,70,6,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,303,303,151,30,120,2,303,158,75,70,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,313,306,151,29,120,6,313,158,85,70,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,315,315,151,28,120,16,305,158,77,70,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,313,308,151,33,120,4,313,158,85,70,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,305,304,151,33,120,0,305,158,75,70,2,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,305,305,151,32,120,2,305,158,75,70,2,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,313,307,151,30,120,6,313,158,85,70,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,309,303,151,28,120,4,309,158,81,70,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,306,306,151,28,120,7,306,158,75,70,3,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,321,315,151,28,120,16,321,158,83,70,10,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,306,303,151,32,120,0,306,158,75,70,3,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,313,309,151,32,120,6,313,158,85,70,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,313,307,151,32,120,4,313,158,85,70,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,315,311,151,32,120,8,315,158,77,70,10,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,303,302,151,29,120,2,303,158,75,70,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,318,318,151,47,120,0,315,158,87,70,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,310,299,151,28,120,0,310,158,77,70,5,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,303,303,151,28,120,4,303,158,75,70,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,315,309,151,28,120,10,315,158,87,70,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,319,299,151,28,120,0,319,158,86,70,5,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,316,316,151,45,120,0,312,158,75,70,9,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,313,306,151,33,120,2,313,158,85,70,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,322,321,151,50,120,0,322,158,90,70,4,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,321,320,151,45,120,4,321,158,90,70,3,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,323,321,151,50,120,0,323,158,85,70,10,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,303,302,151,29,120,2,303,158,75,70,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,323,320,151,49,120,0,323,158,89,70,6,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,313,313,151,29,120,13,307,158,79,70,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,310,299,151,28,120,0,310,158,77,70,5,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,317,313,151,34,120,8,317,158,89,70,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,305,305,151,28,120,6,305,158,77,70,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,318,317,151,46,120,0,318,158,85,70,5,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,309,303,151,30,120,2,309,158,81,70,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,315,306,151,29,120,6,315,158,87,70,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,303,303,151,28,120,4,303,158,75,70,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,316,310,151,34,120,5,316,158,85,70,3,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,315,315,151,28,120,16,305,158,77,70,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,317,317,151,46,120,0,307,158,79,70,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,320,319,151,46,120,2,320,158,85,70,7,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,307,307,151,32,120,4,307,158,75,70,4,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,303,302,151,29,120,2,303,158,75,70,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,321,320,151,49,120,0,321,158,93,70,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,317,317,151,46,120,0,315,158,75,70,12,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,303,303,151,32,120,0,303,158,75,70,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,313,307,151,34,120,2,313,158,85,70,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,313,307,151,28,120,8,313,158,85,70,0,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,305,305,151,34,120,0,305,158,75,70,2,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,309,303,151,32,120,0,309,158,75,70,6,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,305,305,151,32,120,2,305,158,75,70,2,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,317,317,151,46,120,0,315,158,75,70,12,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_5,316,316,316,318,318,151,45,120,2,315,158,84,70,3,4,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_10,422,422,420,424,424,130,50,240,4,424,179,85,160,0,5,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_10,422,422,420,420,420,130,40,240,10,419,179,76,160,4,5,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_10,422,422,420,419,411,130,41,240,0,419,179,68,160,12,5,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_10,422,422,420,413,409,130,39,240,0,413,179,74,160,0,5,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_10,422,422,420,424,418,130,48,240,0,424,179,69,160,16,5,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_10,422,422,420,417,409,130,39,240,0,417,179,78,160,0,5,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_10,422,422,420,424,424,130,54,240,0,424,179,69,160,16,5,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_10,422,422,420,431,424,130,54,240,0,431,179,88,160,4,5,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_10,422,422,420,413,409,130,39,240,0,413,179,74,160,0,5,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_10,422,422,420,418,418,130,40,240,8,418,179,69,160,10,5,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_10,422,422,420,426,426,130,46,240,10,417,179,78,160,0,5,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_10,422,422,420,419,412,130,40,240,2,419,179,78,160,2,5,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_10,422,422,420,414,414,130,40,240,4,413,179,74,160,0,5,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_10,422,422,420,410,410,130,40,240,0,410,179,71,160,0,5,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_10,422,422,420,417,412,130,42,240,0,417,179,78,160,0,5,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_10,422,422,420,411,411,130,41,240,0,410,179,69,160,2,5,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_10,422,422,420,419,413,130,43,240,0,419,179,78,160,2,5,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_10,422,422,420,425,424,130,54,240,0,425,179,74,160,12,5,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_10,422,422,420,423,422,130,52,240,0,423,179,72,160,12,5,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_10,422,422,420,423,423,130,41,240,12,421,179,78,160,4,5,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_10,422,422,420,410,410,130,40,240,0,410,179,69,160,2,5,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_10,422,422,420,425,425,130,41,240,14,425,179,86,160,0,5,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_10,422,422,420,419,419,130,39,240,10,413,179,74,160,0,5,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_10,422,422,420,416,416,130,46,240,0,416,179,69,160,8,5,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_10,422,422,420,430,430,130,54,240,6,430,179,79,160,12,5,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_10,422,422,420,417,416,130,40,240,6,417,179,68,160,10,5,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_10,422,422,420,419,411,130,41,240,0,419,179,68,160,12,5,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_10,422,422,420,420,413,130,43,240,0,420,179,81,160,0,5,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_10,422,422,420,421,421,130,41,240,10,420,179,81,160,0,5,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_10,422,422,420,421,409,130,39,240,0,421,179,78,160,4,5,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_10,422,422,420,417,417,130,43,240,4,417,179,78,160,0,5,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_10,422,422,420,423,423,130,53,240,0,415,179,74,160,2,5,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_10,422,422,420,418,418,130,46,240,2,418,179,69,160,10,5,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_10,422,422,420,425,418,130,40,240,8,425,179,74,160,12,5,0.000000,0,0
N_15_PL_0.25_R_0.25_V_0_p_10,422,422,420,423,422,130,50,240,2,423,179,84,160,0,5,0.000000,0,0
