title,mip_bt,mip_ct1,mip_ct2,makespan,ct1,ct1_lt,ct1_et,ct1_pt,ct1_wt,ct2,ct2_lt,ct2_et,ct2_pt,ct2_wt,num_handover,time,type,handshake
N_10_PL_0.25_R_0.75_V_4_p_10,268,268,254,294,282,90,24,160,8,294,97,97,100,0,3,0.754715,0,0
N_10_PL_0.25_R_0.75_V_4_p_25,482,482,476,484,482,65,17,400,0,484,122,56,300,6,4,0.964295,0,0
N_10_PL_0.5_R_0.25_V_0_p_1,138,138,138,142,142,66,62,10,4,142,100,26,16,0,3,0.613351,0,0
N_10_PL_0.5_R_0.25_V_0_p_5,186,184,186,204,155,69,36,50,0,204,97,36,70,1,2,0.627287,0,0
N_10_PL_0.5_R_0.25_V_0_p_10,246,246,244,246,236,75,47,100,14,246,91,15,140,0,2,0.731828,0,0
N_10_PL_0.5_R_0.25_V_0_p_25,400,400,400,402,376,77,49,250,0,402,89,13,300,0,1,0.787270,0,0
N_10_PL_0.5_R_0.5_V_0_p_5,154,154,144,141,141,90,1,50,0,137,82,5,50,0,0,0.538650,0,0
N_10_PL_0.5_R_0.5_V_0_p_10,204,204,194,191,191,90,1,100,0,187,82,5,100,0,0,0.596519,0,0
N_10_PL_0.5_R_0.5_V_0_p_25,354,354,344,350,341,90,1,250,0,350,82,18,250,0,0,0.736555,0,0
N_10_PL_0.5_R_0.5_V_1_p_1,130,130,130,133,131,86,33,12,0,133,115,4,14,0,3,0.581735,0,0
N_10_PL_0.5_R_0.5_V_1_p_5,182,182,182,189,164,88,16,60,0,189,113,6,70,0,3,0.632432,0,0
N_10_PL_0.5_R_0.5_V_1_p_10,248,248,248,258,258,112,16,120,10,255,89,26,140,0,3,0.759484,0,0
N_10_PL_0.5_R_0.5_V_1_p_25,442,442,442,462,462,120,36,300,6,458,81,26,350,1,3,0.883983,0,0
N_10_PL_0.25_R_0.25_V_0_p_1,202,202,202,208,206,150,16,16,24,208,124,72,12,0,4,0.7105,0,0
N_10_PL_0.25_R_0.25_V_0_p_5,258,258,258,264,264,146,12,80,26,264,128,76,60,0,4,0.8158,0,0
N_10_PL_0.25_R_0.25_V_0_p_10,328,328,328,351,351,141,4,160,46,337,133,84,120,0,4,0.8719,0,0
N_10_PL_0.25_R_0.25_V_0_p_25,560,560,534,554,539,104,33,400,2,554,170,78,300,6,4,1.0192,0,0
N_10_PL_0.25_R_0.25_V_1_p_1,110,110,110,106,103,65,22,16,0,106,62,36,8,0,2,0.5527,0,0
N_10_PL_0.25_R_0.25_V_1_p_5,158,158,158,154,153,57,16,80,0,154,70,44,40,0,2,0.6017,0,0
N_10_PL_0.25_R_0.25_V_1_p_10,228,228,228,231,227,52,15,160,0,231,75,56,100,0,3,0.6833,0,0
N_10_PL_0.25_R_0.25_V_1_p_25,448,448,448,481,457,42,15,400,0,481,85,70,300,26,4,0.9330,0,0
N_10_PL_0.25_R_0.25_V_2_p_1,122,122,122,112,112,75,21,16,0,101,84,11,6,0,1,0.5339,0,0
N_10_PL_0.25_R_0.25_V_2_p_5,172,172,170,166,166,68,14,80,4,166,91,35,40,0,2,0.6086,0,0
N_10_PL_0.25_R_0.25_V_2_p_10,238,238,236,235,235,50,25,160,0,228,109,31,80,8,2,0.6973,0,0
N_10_PL_0.25_R_0.25_V_2_p_25,438,438,434,435,435,30,5,400,0,427,129,34,250,14,3,0.9570,0,0
N_10_PL_0.25_R_0.25_V_3_p_1,160,160,160,150,150,101,33,16,0,150,129,9,12,0,4,0.7078,0,0
N_10_PL_0.25_R_0.25_V_3_p_5,212,210,212,211,208,97,25,80,6,211,133,26,50,2,3,0.7469,0,0
N_10_PL_0.25_R_0.25_V_3_p_10,286,286,266,275,275,95,20,160,0,275,135,28,100,12,3,0.9421,0,0
N_10_PL_0.25_R_0.25_V_3_p_25,500,500,492,513,511,79,10,400,22,513,151,48,300,14,4,1.2132,0,0
N_10_PL_0.25_R_0.25_V_4_p_1,144,144,144,142,141,109,16,16,0,142,100,26,10,6,3,0.6905,0,0
N_10_PL_0.25_R_0.25_V_4_p_5,196,196,196,192,192,88,24,80,0,192,121,21,50,0,3,0.7013,0,0
N_10_PL_0.25_R_0.25_V_4_p_10,262,260,262,260,260,80,12,160,8,254,129,25,100,0,3,0.8506,0,0
N_10_PL_0.25_R_0.25_V_4_p_25,482,480,482,496,496,64,32,400,0,491,145,40,300,6,4,1.1153,0,0
N_10_PL_0.25_R_0.5_V_0_p_1,156,156,156,164,164,135,5,16,8,163,104,47,12,0,4,0.7201,0,0
N_10_PL_0.25_R_0.5_V_0_p_5,208,206,208,209,208,112,16,80,0,209,127,32,50,0,3,0.7067,0,0
N_10_PL_0.25_R_0.5_V_0_p_10,278,278,266,292,292,106,26,160,0,265,133,32,100,0,3,0.8156,0,0
N_10_PL_0.25_R_0.5_V_0_p_25,496,494,496,502,502,91,5,400,6,491,148,43,300,0,4,1.0302,0,0
N_10_PL_0.25_R_0.5_V_1_p_1,118,116,118,120,118,83,19,16,0,120,91,21,8,0,2,0.6023,0,0
N_10_PL_0.25_R_0.5_V_1_p_5,166,166,164,175,174,70,21,80,3,175,104,31,40,0,2,0.7025,0,0
N_10_PL_0.25_R_0.5_V_1_p_10,236,236,234,245,244,68,16,160,0,245,106,39,100,0,3,0.8376,0,0
N_10_PL_0.25_R_0.5_V_1_p_25,446,446,442,452,448,32,16,400,0,452,142,52,250,8,3,0.9542,0,0
N_10_PL_0.25_R_0.5_V_2_p_1,124,124,124,126,125,99,10,16,0,126,109,7,10,0,3,0.6516,0,0
N_10_PL_0.25_R_0.5_V_2_p_5,180,180,172,182,182,97,5,80,0,182,111,13,50,8,3,0.7308,0,0
N_10_PL_0.25_R_0.5_V_2_p_10,252,250,252,283,266,86,6,160,14,283,122,39,120,2,4,0.9046,0,0
N_10_PL_0.25_R_0.5_V_2_p_25,470,470,468,494,484,62,22,400,0,494,146,48,300,0,4,0.9899,0,0
N_10_PL_0.25_R_0.5_V_3_p_1,132,132,132,136,136,104,16,16,0,136,78,50,8,0,2,0.6186,0,0
N_10_PL_0.25_R_0.5_V_3_p_5,180,180,180,184,184,96,8,80,0,184,86,58,40,0,2,0.6296,0,0
N_10_PL_0.25_R_0.5_V_3_p_10,250,250,250,254,254,82,10,160,2,252,100,52,100,0,3,0.8141,0,0
N_10_PL_0.25_R_0.5_V_3_p_25,470,470,470,474,472,55,17,400,0,474,127,47,300,0,4,0.9644,0,0
N_10_PL_0.25_R_0.5_V_4_p_1,136,136,136,138,138,114,8,16,0,138,95,33,10,0,3,0.6620,0,0
N_10_PL_0.25_R_0.5_V_4_p_5,188,188,188,195,195,89,26,80,0,190,120,20,50,0,3,0.7395,0,0
N_10_PL_0.25_R_0.5_V_4_p_10,256,256,250,257,257,83,14,160,0,254,126,28,100,0,3,0.7704,0,0
N_10_PL_0.25_R_0.5_V_4_p_25,474,472,474,492,479,63,16,400,0,492,146,46,300,0,4,1.1164,0,0
N_10_PL_0.25_R_0.75_V_0_p_1,152,152,151,152,152,102,34,16,0,146,85,51,8,2,2,0.6264,0,0
N_10_PL_0.25_R_0.75_V_0_p_5,200,200,200,200,200,94,26,80,0,193,93,54,40,6,2,0.6610,0,0
N_10_PL_0.25_R_0.75_V_0_p_10,268,268,252,268,268,88,20,160,0,255,99,76,80,0,2,0.7488,0,0
N_10_PL_0.25_R_0.75_V_0_p_25,488,488,460,489,489,69,19,400,1,476,118,79,250,29,3,1.0287,0,0
N_10_PL_0.25_R_0.75_V_1_p_1,134,132,134,132,132,72,44,16,0,126,73,45,8,0,2,0.5682,0,0
N_10_PL_0.25_R_0.75_V_1_p_5,182,182,180,182,182,65,37,80,0,181,80,61,40,0,2,0.6405,0,0
N_10_PL_0.25_R_0.75_V_1_p_10,242,242,240,244,244,55,29,160,0,242,90,72,80,0,2,0.6856,0,0
N_10_PL_0.25_R_0.75_V_1_p_25,448,446,448,466,466,36,21,400,9,428,109,69,250,0,3,0.8859,0,0
N_10_PL_0.25_R_0.75_V_2_p_1,182,182,182,182,182,90,76,16,0,173,93,62,8,10,2,0.6707,0,0
N_10_PL_0.25_R_0.75_V_2_p_5,230,230,230,230,230,82,68,80,0,218,101,57,40,20,2,0.6893,0,0
N_10_PL_0.25_R_0.75_V_2_p_10,300,300,300,300,300,77,63,160,0,278,106,72,100,0,3,0.7272,0,0
N_10_PL_0.25_R_0.75_V_2_p_25,496,496,494,501,501,55,41,400,5,501,128,112,250,11,3,0.9859,0,0
N_10_PL_0.25_R_0.75_V_3_p_1,142,142,142,154,153,99,33,18,3,154,106,38,10,0,4,0.6398,0,0
N_10_PL_0.25_R_0.75_V_3_p_5,194,194,186,194,194,94,20,80,0,170,111,9,40,10,2,0.6792,0,0
N_10_PL_0.25_R_0.75_V_3_p_10,260,260,256,266,266,82,18,160,6,258,123,35,100,0,3,0.7421,0,0
N_10_PL_0.25_R_0.75_V_3_p_25,478,478,478,484,484,54,30,400,0,482,151,31,300,0,4,0.9313,0,0
N_10_PL_0.25_R_0.75_V_4_p_1,142,142,142,145,142,98,28,16,0,145,89,46,10,0,3,0.5999,0,0
N_10_PL_0.25_R_0.75_V_4_p_5,196,196,196,198,196,94,22,80,0,198,93,55,50,0,3,0.6456,0,0
N_10_PL_0.25_R_0.75_V_4_p_10,268,268,254,274,274,90,18,160,6,274,97,77,100,0,3,0.7454,0,0
N_10_PL_0.25_R_0.75_V_4_p_25,482,482,476,505,495,65,17,400,13,505,122,78,300,5,4,0.9906,0,0
N_10_PL_0.5_R_0.25_V_0_p_1,138,138,138,142,136,66,42,10,18,142,100,26,16,0,3,0.6377,0,0
N_10_PL_0.5_R_0.25_V_0_p_5,186,184,186,204,155,69,36,50,0,204,97,36,70,1,2,0.6353,0,0
N_10_PL_0.5_R_0.25_V_0_p_10,246,246,244,246,222,75,47,100,0,246,91,15,140,0,2,0.6890,0,0
N_10_PL_0.5_R_0.25_V_0_p_25,400,400,400,402,382,77,49,250,6,402,89,13,300,0,1,0.7983,0,0
N_10_PL_0.5_R_0.25_V_1_p_1,148,148,148,146,146,104,30,12,0,140,86,38,14,2,3,0.6213,0,0
N_10_PL_0.5_R_0.25_V_1_p_5,196,196,194,184,184,111,13,60,0,180,79,41,60,0,2,0.6613,0,0
N_10_PL_0.5_R_0.25_V_1_p_10,256,256,256,248,243,117,6,120,0,248,73,55,120,0,2,0.7365,0,0
N_10_PL_0.5_R_0.25_V_1_p_25,410,390,410,389,389,105,34,250,0,389,85,54,250,0,0,0.9115,0,0
N_10_PL_0.5_R_0.25_V_2_p_1,108,108,108,110,98,77,9,12,0,110,86,12,12,0,2,0.7640,0,0
N_10_PL_0.5_R_0.25_V_2_p_5,156,156,156,162,154,86,8,60,0,162,77,23,60,2,2,0.6646,0,0
N_10_PL_0.5_R_0.25_V_2_p_10,216,216,216,218,212,77,15,120,0,218,86,12,120,0,2,0.7251,0,0
N_10_PL_0.5_R_0.25_V_2_p_25,394,394,352,360,358,98,8,250,2,360,65,45,250,0,0,0.8247,0,0
N_10_PL_0.5_R_0.25_V_3_p_1,106,106,106,95,89,59,20,10,0,95,66,17,12,0,1,0.5324,0,0
N_10_PL_0.5_R_0.25_V_3_p_5,150,150,150,139,133,61,22,50,0,139,64,15,60,0,1,0.5974,0,0
N_10_PL_0.5_R_0.25_V_3_p_10,206,204,206,195,187,63,24,100,0,195,62,13,120,0,1,0.6359,0,0
N_10_PL_0.5_R_0.25_V_3_p_25,366,366,336,340,340,69,21,250,0,339,56,33,250,0,0,0.7596,0,0
N_10_PL_0.5_R_0.25_V_4_p_1,126,126,126,146,144,85,25,12,22,146,84,48,14,0,3,0.6811,0,0
N_10_PL_0.5_R_0.25_V_4_p_5,174,174,172,176,176,90,24,60,2,173,79,34,60,0,2,0.6238,0,0
N_10_PL_0.5_R_0.25_V_4_p_10,228,228,228,225,202,84,18,100,0,225,85,20,120,0,1,0.6325,0,0
N_10_PL_0.5_R_0.25_V_4_p_25,398,394,398,395,385,92,43,250,0,395,77,18,300,0,1,0.7800,0,0
N_10_PL_0.5_R_0.5_V_0_p_1,110,110,110,112,112,88,14,10,0,112,84,16,12,0,1,0.5289,0,0
N_10_PL_0.5_R_0.5_V_0_p_5,154,154,144,141,141,90,1,50,0,141,82,9,50,0,0,0.5513,0,0
N_10_PL_0.5_R_0.5_V_0_p_10,204,204,194,191,191,90,1,100,0,187,82,5,100,0,0,0.5904,0,0
N_10_PL_0.5_R_0.5_V_0_p_25,354,354,344,344,343,90,3,250,0,344,82,12,250,0,0,0.7333,0,0
N_10_PL_0.5_R_0.5_V_1_p_1,130,130,130,131,128,86,30,12,0,131,115,2,14,0,3,0.5746,0,0
N_10_PL_0.5_R_0.5_V_1_p_5,182,182,182,184,183,88,35,60,0,184,113,0,70,1,3,0.6308,0,0
N_10_PL_0.5_R_0.5_V_1_p_10,248,248,248,255,248,112,16,120,0,255,89,26,140,0,3,0.7197,0,0
N_10_PL_0.5_R_0.5_V_1_p_25,442,442,442,457,441,120,21,300,0,457,81,26,350,0,3,0.8675,0,0
N_10_PL_0.5_R_0.5_V_2_p_1,134,134,134,124,124,99,13,12,0,111,79,20,12,0,2,0.5622,0,0
N_10_PL_0.5_R_0.5_V_2_p_5,180,180,180,168,168,97,11,60,0,154,81,23,50,0,1,0.5869,0,0
N_10_PL_0.5_R_0.5_V_2_p_10,234,234,234,226,226,95,11,120,0,209,83,26,100,0,1,0.6366,0,0
N_10_PL_0.5_R_0.5_V_2_p_25,398,364,398,372,368,88,30,250,0,372,90,32,250,0,0,0.7652,0,0
N_10_PL_0.5_R_0.5_V_3_p_1,124,122,124,123,119,85,22,12,0,123,93,20,10,0,1,0.5314,0,0
N_10_PL_0.5_R_0.5_V_3_p_5,168,166,168,167,161,83,18,60,0,167,95,22,50,0,1,0.5871,0,0
N_10_PL_0.5_R_0.5_V_3_p_10,226,226,218,224,223,83,20,120,0,224,95,29,100,0,1,0.6426,0,0
N_10_PL_0.5_R_0.5_V_3_p_25,390,390,390,409,408,72,30,300,6,409,106,53,250,0,1,0.8030,0,0
N_10_PL_0.5_R_0.5_V_4_p_1,96,94,96,100,96,70,14,12,0,100,85,5,10,0,1,0.5217,0,0
N_10_PL_0.5_R_0.5_V_4_p_5,140,140,138,142,140,69,11,60,0,142,86,6,50,0,1,0.5727,0,0
N_10_PL_0.5_R_0.5_V_4_p_10,200,200,188,197,197,69,8,120,0,194,86,8,100,0,1,0.6255,0,0
N_10_PL_0.5_R_0.5_V_4_p_25,370,330,370,374,361,53,27,250,31,374,102,22,250,0,0,0.8149,0,0
N_10_PL_0.5_R_0.75_V_0_p_1,116,116,116,122,116,89,17,10,0,122,87,23,12,0,1,0.5400,0,0
N_10_PL_0.5_R_0.75_V_0_p_5,160,160,160,166,164,91,23,50,0,166,85,21,60,0,1,0.5976,0,0
N_10_PL_0.5_R_0.75_V_0_p_10,212,212,198,212,212,92,20,100,0,211,84,27,100,0,0,0.6270,0,0
N_10_PL_0.5_R_0.75_V_0_p_25,362,362,348,362,362,92,20,250,0,361,84,27,250,0,0,0.7517,0,0
N_10_PL_0.5_R_0.75_V_1_p_1,138,138,138,150,150,101,25,12,12,145,113,20,12,0,2,0.6226,0,0
N_10_PL_0.5_R_0.75_V_1_p_5,186,186,186,200,200,101,39,60,0,194,113,19,60,2,2,0.6322,0,0
N_10_PL_0.5_R_0.75_V_1_p_10,246,246,246,261,254,101,25,120,8,261,113,28,120,0,2,0.7263,0,0
N_10_PL_0.5_R_0.75_V_1_p_25,426,426,426,436,436,101,25,300,10,432,113,19,300,0,2,0.8753,0,0
N_10_PL_0.5_R_0.75_V_2_p_1,158,158,158,169,169,137,20,12,0,166,106,46,14,0,3,0.6178,0,0
N_10_PL_0.5_R_0.75_V_2_p_5,210,210,208,228,228,143,7,60,18,217,100,57,60,0,2,0.7004,0,0
N_10_PL_0.5_R_0.75_V_2_p_10,270,270,270,284,270,142,8,120,0,284,101,55,120,8,2,0.7398,0,0
N_10_PL_0.5_R_0.75_V_2_p_25,450,450,448,455,454,143,7,300,4,455,100,55,300,0,2,0.8700,0,0
N_10_PL_0.5_R_0.75_V_3_p_1,118,118,118,124,122,90,20,12,0,124,73,39,12,0,2,0.5523,0,0
N_10_PL_0.5_R_0.75_V_3_p_5,164,164,164,170,168,86,22,60,0,170,77,43,50,0,1,0.6024,0,0
N_10_PL_0.5_R_0.75_V_3_p_10,220,220,218,224,224,84,20,120,0,224,79,45,100,0,1,0.6464,0,0
N_10_PL_0.5_R_0.75_V_3_p_25,384,384,384,390,388,76,8,300,4,390,87,53,250,0,1,0.8300,0,0
N_10_PL_0.5_R_0.75_V_4_p_1,140,138,140,138,138,99,29,10,0,138,106,22,10,0,0,0.5490,0,0
N_10_PL_0.5_R_0.75_V_4_p_5,180,178,180,178,178,99,29,50,0,175,106,19,50,0,0,0.6147,0,0
N_10_PL_0.5_R_0.75_V_4_p_10,230,228,230,228,228,99,29,100,0,225,106,19,100,0,0,0.6548,0,0
N_10_PL_0.5_R_0.75_V_4_p_25,380,378,380,378,378,99,29,250,0,375,106,19,250,0,0,0.7695,0,0
N_25_PL_0.25_R_0.25_V_0_p_1,376,376,376,380,374,254,68,38,14,380,275,83,22,0,5,1.0755,0,0
N_25_PL_0.25_R_0.25_V_0_p_5,498,498,498,521,506,239,73,190,4,521,290,121,110,0,5,1.1982,0,0
N_25_PL_0.25_R_0.25_V_0_p_10,658,658,658,677,677,224,61,380,12,677,305,126,240,6,6,1.4351,0,0
N_25_PL_0.25_R_0.25_V_0_p_25,1172,1172,1170,1192,1189,185,51,950,3,1192,344,139,700,9,8,1.8314,0,0
N_25_PL_0.25_R_0.25_V_1_p_1,320,318,320,322,320,227,55,38,0,322,223,69,22,8,5,1.0537,0,0
N_25_PL_0.25_R_0.25_V_1_p_5,440,438,440,448,448,203,47,190,8,443,247,86,110,0,5,1.1363,0,0
N_25_PL_0.25_R_0.25_V_1_p_10,600,600,598,618,606,172,54,380,0,618,278,98,240,2,6,1.2956,0,0
N_25_PL_0.25_R_0.25_V_1_p_25,1114,1114,1114,1156,1144,138,40,950,16,1156,312,132,700,12,8,1.7935,0,0
N_25_PL_0.25_R_0.25_V_2_p_1,464,464,464,475,471,274,140,40,17,475,347,101,22,5,6,1.2267,0,0
N_25_PL_0.25_R_0.25_V_2_p_5,588,588,588,599,599,261,124,190,24,599,360,119,120,0,6,1.3082,0,0
N_25_PL_0.25_R_0.25_V_2_p_10,744,742,744,751,748,243,97,380,28,751,378,133,240,0,6,1.4852,0,0
N_25_PL_0.25_R_0.25_V_2_p_25,1234,1234,1232,1262,1250,204,68,950,28,1262,417,181,650,14,7,1.8947,0,0
N_25_PL_0.25_R_0.25_V_3_p_1,330,330,330,333,321,195,81,38,7,333,240,70,22,1,5,1.0654,0,0
N_25_PL_0.25_R_0.25_V_3_p_5,450,450,450,459,458,179,79,190,10,459,256,93,110,0,5,1.1694,0,0
N_25_PL_0.25_R_0.25_V_3_p_10,610,610,610,621,616,164,70,380,2,621,271,110,240,0,6,1.3203,0,0
N_25_PL_0.25_R_0.25_V_3_p_25,1126,1126,1124,1161,1151,126,55,950,20,1161,309,134,700,18,8,1.8609,0,0
N_25_PL_0.25_R_0.25_V_4_p_1,376,376,376,379,378,233,95,38,12,379,289,68,22,0,5,1.0737,0,0
N_25_PL_0.25_R_0.25_V_4_p_5,498,498,494,499,491,218,79,190,4,499,304,81,110,4,5,1.1839,0,0
N_25_PL_0.25_R_0.25_V_4_p_10,656,656,656,659,656,202,60,380,14,659,320,97,240,2,6,1.3655,0,0
N_25_PL_0.25_R_0.25_V_4_p_25,1172,1170,1172,1214,1204,162,56,950,36,1214,360,126,700,28,8,1.8588,0,0
N_25_PL_0.25_R_0.5_V_0_p_1,254,254,254,277,276,196,38,38,4,277,217,40,20,0,4,0.9843,0,0
N_25_PL_0.25_R_0.5_V_0_p_5,376,374,376,406,394,169,31,190,4,406,244,50,110,2,5,1.0764,0,0
N_25_PL_0.25_R_0.5_V_0_p_10,536,534,536,565,565,138,45,380,2,556,275,39,240,2,6,1.2671,0,0
N_25_PL_0.25_R_0.5_V_0_p_25,1052,1052,1050,1105,1105,94,32,950,29,1105,319,80,700,6,8,1.8409,0,0
N_25_PL_0.25_R_0.5_V_1_p_1,396,396,396,406,406,329,37,40,0,389,276,91,20,2,5,1.1447,0,0
N_25_PL_0.25_R_0.5_V_1_p_5,516,516,516,531,531,295,43,190,3,529,310,98,110,11,5,1.3099,0,0
N_25_PL_0.25_R_0.5_V_1_p_10,676,676,676,704,704,280,44,380,0,700,325,127,240,8,6,1.4288,0,0
N_25_PL_0.25_R_0.5_V_1_p_25,1192,1192,1190,1228,1228,221,57,950,0,1224,384,122,700,18,8,1.9179,0,0
N_25_PL_0.25_R_0.5_V_2_p_1,294,294,292,317,313,227,45,38,3,317,246,49,22,0,5,1.0547,0,0
N_25_PL_0.25_R_0.5_V_2_p_5,420,420,420,448,448,209,27,190,22,442,264,58,120,0,6,1.1961,0,0
